accountlength,areacode,churn,customerservicecalls,numbervmailmessages,totaldaycalls,totaldayminutes,totalevecalls,totaleveminutes,totalintlcalls,totalintlminutes,totalnightcalls,totalnightminutes
71,415,False,1,39,103.0,183.2,111.0,209.4,6.0,11.9,109.0,172.4
149,415,True,4,0,88.0,119.2,110.0,168.3,6.0,12.2,119.0,204.7
154,408,False,0,35,102.0,224.0,99.0,192.0,2.0,9.6,100.0,163.1
138,510,False,0,21,149.0,19.5,109.0,140.9,1.0,7.9,111.0,179.7
117,415,False,1,0,83.0,184.8,101.0,248.6,8.0,9.6,113.0,133.1
130,408,False,1,0,140.0,176.3,104.0,201.0,5.0,11.3,123.0,161.9
73,415,False,2,0,115.0,241.7,133.0,168.5,2.0,11.1,122.0,169.8
100,510,False,0,38,121.0,224.7,131.0,294.0,6.0,9.8,61.0,290.0
149,510,False,1,0,115.0,207.3,82.0,198.4,4.0,8.6,83.0,114.1
29,408,False,2,0,81.0,196.8,110.0,168.0,7.0,12.7,98.0,132.6
131,510,False,1,0,74.0,110.9,90.0,115.6,9.0,15.8,114.0,190.5
153,510,False,2,0,145.0,122.5,103.0,273.3,3.0,8.0,71.0,197.8
84,510,False,2,0,144.0,226.9,122.0,201.6,5.0,13.2,121.0,130.2
133,510,False,2,0,65.0,187.0,128.0,141.4,8.0,10.0,108.0,238.2
112,415,False,0,0,113.0,170.5,129.0,193.2,6.0,11.2,91.0,188.0
87,415,False,0,0,101.0,204.8,80.0,161.0,3.0,9.5,89.0,285.7
72,415,False,2,0,114.0,165.9,97.0,235.9,5.0,12.0,120.0,210.1
66,510,True,4,0,133.0,154.0,121.0,198.9,3.0,9.5,100.0,151.9
65,510,False,1,29,104.0,158.1,81.0,322.2,6.0,8.9,96.0,210.0
74,415,False,2,0,93.0,225.2,120.0,215.1,2.0,9.1,95.0,241.8
116,408,True,6,0,79.0,159.4,88.0,179.5,2.0,9.7,71.0,167.8
68,510,False,2,0,95.0,172.7,90.0,139.1,1.0,11.7,99.0,174.3
68,415,False,3,0,99.0,222.8,85.0,175.8,3.0,11.0,111.0,202.0
54,415,False,1,0,77.0,214.1,94.0,240.5,3.0,10.1,75.0,188.9
99,408,False,1,0,92.0,54.8,103.0,173.0,3.0,7.5,125.0,195.1
107,408,False,3,0,104.0,134.0,94.0,174.5,3.0,7.3,79.0,311.1
124,510,False,1,0,74.0,184.8,84.0,175.1,6.0,10.5,95.0,158.2
95,415,False,3,36,112.0,283.1,86.0,286.2,3.0,11.3,129.0,261.7
173,510,True,0,0,143.0,291.8,134.0,214.3,2.0,9.9,119.0,151.2
110,408,False,1,0,94.0,222.7,98.0,105.8,4.0,13.5,78.0,214.8
102,510,False,0,0,79.0,174.5,136.0,236.8,5.0,8.5,110.0,270.4
130,408,False,0,0,86.0,68.4,110.0,193.3,4.0,10.4,139.0,171.5
91,408,False,1,31,78.0,273.0,98.0,215.5,2.0,9.6,114.0,104.7
64,415,True,1,0,134.0,225.3,87.0,108.2,9.0,17.3,132.0,139.6
176,415,False,1,23,130.0,283.2,74.0,162.6,6.0,7.2,104.0,177.7
93,510,True,1,0,78.0,131.4,106.0,219.7,2.0,11.1,103.0,155.7
84,510,False,1,12,87.0,89.7,73.0,138.6,2.0,10.7,114.0,165.8
138,510,False,3,0,102.0,127.1,106.0,247.7,3.0,5.0,75.0,207.7
101,415,False,1,28,132.0,105.9,107.0,231.7,5.0,10.7,120.0,281.3
136,408,False,2,0,79.0,142.3,113.0,158.0,11.0,6.0,75.0,177.5
111,510,False,2,0,80.0,191.3,94.0,138.5,3.0,6.4,107.0,246.0
132,408,False,0,36,93.0,201.9,75.0,156.3,5.0,13.7,92.0,131.3
128,415,False,3,0,91.0,247.3,60.0,182.7,2.0,14.7,112.0,143.2
92,408,False,1,38,96.0,242.2,144.0,159.7,1.0,8.9,108.0,210.0
197,415,True,5,0,80.0,127.3,115.0,222.3,5.0,13.7,95.0,173.9
191,408,False,1,0,104.0,162.0,120.0,241.2,7.0,10.9,83.0,210.4
99,415,False,2,33,93.0,179.1,102.0,238.3,1.0,10.6,96.0,165.7
106,415,False,3,31,125.0,197.4,110.0,123.4,4.0,12.3,101.0,115.6
88,415,False,2,0,82.0,148.2,67.0,308.7,4.0,6.4,79.0,235.4
78,415,False,0,0,85.0,193.1,105.0,172.1,1.0,10.2,119.0,129.6
98,408,False,1,0,99.0,171.7,87.0,174.8,6.0,7.8,130.0,189.6
17,408,False,1,35,123.0,198.5,74.0,270.6,10.0,8.1,130.0,209.9
56,415,False,1,24,87.0,121.7,76.0,184.0,3.0,12.7,98.0,266.6
84,415,False,2,0,105.0,130.2,60.0,278.0,6.0,14.0,74.0,305.4
95,510,False,2,0,96.0,203.4,61.0,168.6,3.0,13.7,105.0,173.0
16,415,False,5,0,83.0,174.7,122.0,280.8,8.0,10.5,80.0,171.7
76,510,True,1,0,120.0,241.0,96.0,231.8,1.0,9.9,67.0,220.2
93,415,False,0,0,95.0,141.7,100.0,221.0,3.0,10.2,71.0,227.1
83,408,False,2,0,96.0,134.8,78.0,167.2,5.0,7.7,123.0,161.5
123,415,False,1,0,119.0,163.1,51.0,249.4,10.0,9.0,77.0,168.2
64,408,False,1,0,116.0,145.5,110.0,228.4,8.0,8.9,91.0,273.4
82,510,True,0,0,73.0,329.8,120.0,208.3,6.0,10.6,102.0,267.1
107,510,False,2,0,97.0,194.5,131.0,186.3,1.0,12.7,106.0,178.3
110,510,False,1,0,93.0,131.9,106.0,272.7,4.0,7.1,105.0,192.8
96,408,False,1,29,91.0,150.0,75.0,159.4,3.0,8.5,55.0,228.1
47,415,False,2,30,93.0,196.6,140.0,241.4,4.0,12.9,118.0,226.0
115,510,False,2,0,107.0,99.7,96.0,145.1,4.0,14.1,99.0,149.4
69,415,False,3,0,88.0,143.6,86.0,141.8,5.0,10.8,83.0,194.0
163,408,False,2,40,56.0,231.9,91.0,211.8,3.0,12.3,74.0,268.5
90,415,False,3,0,80.0,37.8,105.0,155.3,5.0,14.2,111.0,175.0
98,415,False,3,0,107.0,72.8,103.0,186.4,4.0,10.5,110.0,175.3
90,408,False,1,39,89.0,94.8,91.0,219.1,5.0,11.4,65.0,197.4
174,415,False,1,15,143.0,221.8,115.0,210.6,9.0,12.4,109.0,221.8
95,415,True,2,0,120.0,269.0,120.0,233.7,4.0,7.3,61.0,179.3
79,415,True,1,0,114.0,268.3,111.0,185.5,7.0,6.3,88.0,264.6
123,415,False,1,27,127.0,198.7,105.0,249.0,5.0,12.5,124.0,173.2
99,415,True,7,0,75.0,115.5,111.0,218.1,7.0,11.5,98.0,254.9
114,415,False,2,0,100.0,202.1,102.0,195.7,5.0,13.3,120.0,291.8
141,510,False,1,0,113.0,215.6,81.0,200.6,6.0,12.4,107.0,153.8
132,408,False,1,0,107.0,169.9,121.0,209.4,2.0,11.5,79.0,206.1
133,510,False,0,0,85.0,201.7,116.0,169.4,4.0,6.0,80.0,286.3
133,408,False,4,0,133.0,221.1,140.0,160.2,3.0,8.4,84.0,161.8
93,510,False,2,32,117.0,218.7,61.0,115.0,5.0,9.4,85.0,192.7
34,415,True,2,0,89.0,293.7,71.0,272.5,10.0,11.0,76.0,178.2
140,415,True,4,0,108.0,120.3,84.0,240.4,3.0,7.7,74.0,216.4
96,415,False,2,26,96.0,175.8,84.0,206.6,2.0,11.1,105.0,178.0
144,510,True,1,0,95.0,278.5,90.0,240.7,5.0,11.6,90.0,120.0
24,408,False,3,29,105.0,236.3,114.0,190.8,2.0,7.2,105.0,129.0
54,415,False,1,0,113.0,273.8,156.0,119.6,3.0,11.7,117.0,267.6
50,408,True,5,0,129.0,131.1,94.0,160.5,9.0,5.6,88.0,206.9
92,415,False,4,23,83.0,167.4,129.0,258.6,3.0,11.2,110.0,116.4
96,408,False,3,0,68.0,197.7,53.0,250.5,3.0,10.5,67.0,181.2
146,415,False,2,0,93.0,169.5,71.0,230.9,7.0,9.0,115.0,269.8
138,415,False,0,17,116.0,225.2,88.0,173.4,4.0,11.7,99.0,145.8
102,408,False,4,0,73.0,174.5,114.0,213.7,5.0,10.3,116.0,164.7
76,510,True,5,0,84.0,129.7,80.0,177.5,3.0,7.5,87.0,228.9
99,415,False,3,0,66.0,200.0,104.0,107.9,2.0,11.4,82.0,233.7
83,510,False,0,36,87.0,95.9,105.0,261.6,4.0,13.3,109.0,228.6
36,510,False,1,25,110.0,152.8,67.0,242.8,2.0,9.1,74.0,147.4
70,510,False,1,0,102.0,129.9,133.0,208.7,3.0,14.3,93.0,231.4
109,415,True,2,0,85.0,268.4,131.0,150.6,8.0,9.7,84.0,297.9
100,415,False,2,0,152.0,188.5,115.0,148.3,5.0,15.2,88.0,179.8
104,408,False,1,0,97.0,170.6,111.0,162.1,1.0,6.1,131.0,210.7
106,415,False,1,0,124.0,191.4,116.0,200.7,3.0,8.2,76.0,230.1
84,510,False,1,0,96.0,75.3,113.0,179.9,1.0,12.3,134.0,193.8
80,510,False,2,0,123.0,149.8,75.0,276.3,7.0,10.9,75.0,241.4
100,510,False,1,0,87.0,115.9,56.0,111.3,4.0,7.1,77.0,170.2
99,408,False,2,0,86.0,128.8,105.0,203.9,4.0,14.1,131.0,282.6
50,510,False,1,0,108.0,131.7,103.0,216.5,5.0,11.0,126.0,196.1
105,415,False,1,0,48.0,101.4,119.0,159.1,2.0,12.2,53.0,259.2
113,415,False,4,23,104.0,149.0,67.0,235.8,5.0,9.5,76.0,201.8
111,415,False,2,36,123.0,96.8,105.0,170.6,4.0,13.4,85.0,166.0
161,408,False,2,0,121.0,107.5,46.0,256.4,3.0,12.6,131.0,247.2
70,415,True,0,0,95.0,232.8,111.0,303.4,7.0,12.9,104.0,255.6
97,415,False,3,43,105.0,121.1,115.0,260.2,5.0,8.3,100.0,222.4
130,510,False,0,0,70.0,124.3,99.0,270.7,6.0,3.5,83.0,239.5
92,415,False,1,0,101.0,157.7,100.0,298.6,3.0,13.8,99.0,216.9
119,408,False,0,0,68.0,124.3,88.0,207.1,1.0,14.8,93.0,157.4
115,415,True,1,0,125.0,286.4,74.0,205.7,6.0,6.9,141.0,191.4
134,415,False,0,0,95.0,141.7,101.0,205.6,6.0,8.8,60.0,218.5
127,408,False,0,25,91.0,173.0,64.0,245.8,3.0,4.8,99.0,300.0
80,415,True,2,0,120.0,268.7,147.0,301.0,1.0,5.8,140.0,167.0
153,415,False,0,31,130.0,218.5,103.0,134.2,6.0,9.4,105.0,118.9
85,415,False,3,0,114.0,255.3,83.0,194.6,5.0,3.7,78.0,276.6
79,415,False,1,0,124.0,41.9,95.0,211.0,5.0,11.4,55.0,237.9
35,415,False,1,0,87.0,260.8,78.0,258.1,2.0,5.8,123.0,131.3
120,408,False,0,26,94.0,239.4,88.0,259.4,3.0,7.7,132.0,238.0
68,510,False,0,0,94.0,226.7,129.0,168.4,1.0,10.2,117.0,188.7
60,408,True,1,0,147.0,179.3,89.0,208.9,6.0,13.5,98.0,248.2
120,510,False,1,0,110.0,158.0,103.0,197.0,5.0,10.0,132.0,154.9
71,510,False,1,23,82.0,175.7,136.0,258.9,7.0,14.1,154.0,268.4
124,415,False,3,0,107.0,157.4,112.0,167.8,3.0,8.8,102.0,188.8
23,510,True,1,0,74.0,113.1,95.0,168.8,2.0,6.9,126.0,262.9
225,415,False,1,0,142.0,182.7,63.0,246.5,2.0,8.8,103.0,218.0
181,415,True,0,0,83.0,161.3,83.0,124.4,3.0,14.1,98.0,262.0
63,415,False,2,0,92.0,142.5,102.0,208.3,2.0,7.5,120.0,228.9
54,415,True,2,0,108.0,190.5,108.0,259.7,2.0,9.7,111.0,141.5
80,408,False,1,15,110.0,159.3,120.0,170.6,5.0,11.9,82.0,141.2
118,408,False,1,39,106.0,153.8,111.0,123.3,6.0,9.2,103.0,117.8
42,408,False,2,0,127.0,180.7,94.0,174.6,6.0,12.0,114.0,165.3
134,408,False,0,0,105.0,202.7,90.0,224.9,7.0,12.1,108.0,253.9
66,415,False,0,35,100.0,190.8,93.0,261.3,6.0,8.9,108.0,209.5
66,415,False,2,0,102.0,205.1,109.0,232.7,6.0,9.2,95.0,259.9
127,415,False,1,28,124.0,235.6,113.0,236.8,2.0,7.7,127.0,241.2
146,510,False,0,0,77.0,189.3,128.0,155.9,3.0,7.4,83.0,186.0
93,408,False,1,42,101.0,166.9,84.0,273.2,1.0,11.5,106.0,171.0
77,415,True,0,0,87.0,245.2,83.0,254.1,4.0,7.5,91.0,239.4
111,415,True,4,0,125.0,132.6,67.0,221.1,2.0,12.7,101.0,127.9
125,415,False,2,0,64.0,182.3,121.0,139.8,7.0,11.6,96.0,171.6
115,510,False,2,14,86.0,192.3,90.0,88.7,3.0,10.5,120.0,229.4
115,510,True,2,0,110.0,122.0,100.0,220.2,2.0,10.8,124.0,179.7
114,408,False,2,0,101.0,193.0,81.0,250.0,2.0,9.6,79.0,133.3
106,415,False,0,0,112.0,158.6,114.0,220.0,3.0,9.1,106.0,252.9
118,415,False,2,39,125.0,91.5,113.0,219.9,8.0,12.7,99.0,229.0
59,510,False,1,0,92.0,153.6,88.0,205.5,10.0,12.5,89.0,114.5
87,415,False,1,40,79.0,221.6,74.0,157.1,3.0,11.5,124.0,222.4
21,415,False,1,0,81.0,244.7,117.0,168.0,1.0,6.6,87.0,281.5
142,408,False,0,24,103.0,239.8,65.0,285.9,4.0,9.5,106.0,256.7
62,415,False,0,0,132.0,172.4,100.0,230.5,5.0,11.0,109.0,228.2
149,415,True,3,0,83.0,242.5,97.0,245.4,3.0,10.0,80.0,219.6
54,510,False,2,39,82.0,117.6,60.0,159.2,10.0,11.3,113.0,236.4
112,510,False,1,0,127.0,174.5,71.0,259.3,7.0,11.3,120.0,170.5
68,510,False,1,0,83.0,157.3,85.0,220.9,7.0,12.0,129.0,218.9
201,415,False,1,21,97.0,192.0,81.0,239.1,3.0,15.1,125.0,116.1
88,510,False,1,0,76.0,218.2,60.0,169.3,1.0,8.0,99.0,141.1
85,415,False,1,29,97.0,144.6,102.0,140.0,3.0,10.9,148.0,165.4
51,415,True,0,0,108.0,153.6,85.0,232.9,4.0,14.1,92.0,214.2
45,510,False,2,29,104.0,135.8,101.0,222.5,6.0,7.9,92.0,235.6
116,510,False,0,0,69.0,160.7,106.0,146.8,5.0,8.2,144.0,287.8
146,408,False,1,31,91.0,202.5,108.0,241.4,2.0,7.8,77.0,169.6
63,510,False,1,34,119.0,152.2,91.0,227.1,5.0,12.3,103.0,195.7
133,510,False,0,0,90.0,227.4,135.0,73.2,7.0,4.7,99.0,114.3
125,408,False,2,0,115.0,191.6,108.0,205.6,3.0,9.2,123.0,210.2
72,510,False,1,0,111.0,138.9,102.0,211.6,3.0,10.8,91.0,179.5
130,408,False,0,0,102.0,127.0,107.0,206.9,6.0,6.1,99.0,231.7
97,415,False,1,0,87.0,168.6,105.0,259.2,4.0,7.3,123.0,279.8
54,415,True,1,0,73.0,286.6,108.0,223.2,5.0,11.5,107.0,203.7
160,415,False,1,29,121.0,164.6,108.0,262.8,4.0,15.2,131.0,123.8
79,415,False,1,0,90.0,144.0,91.0,135.8,4.0,13.0,129.0,212.4
92,415,False,0,47,95.0,141.6,130.0,207.9,11.0,10.2,95.0,203.6
59,415,False,1,0,65.0,204.3,123.0,247.3,4.0,12.0,94.0,214.7
132,510,False,1,0,80.0,163.2,90.0,167.6,10.0,6.2,90.0,87.5
21,510,False,0,0,110.0,225.0,111.0,244.2,4.0,10.7,93.0,221.2
93,415,False,2,0,103.0,176.1,130.0,199.7,6.0,8.5,96.0,263.9
147,415,False,5,36,78.0,254.2,105.0,228.1,7.0,13.8,125.0,98.0
101,510,False,1,0,105.0,174.9,75.0,262.0,5.0,8.5,93.0,210.0
125,415,True,0,0,118.0,187.3,111.0,160.7,2.0,9.6,112.0,263.8
63,415,False,3,0,84.0,211.8,137.0,230.9,9.0,10.7,99.0,217.1
107,415,False,0,0,102.0,241.9,117.0,126.9,6.0,11.7,92.0,185.6
110,408,False,3,0,103.0,196.1,123.0,199.7,1.0,12.9,71.0,135.9
83,415,False,3,0,100.0,231.3,84.0,210.4,2.0,12.4,106.0,217.4
117,408,False,1,0,104.0,161.6,119.0,196.3,2.0,13.8,111.0,294.8
124,415,False,0,0,103.0,194.0,116.0,241.0,5.0,11.9,153.0,227.5
115,510,False,3,0,148.0,109.7,87.0,223.8,8.0,15.4,96.0,240.3
156,408,False,1,0,119.0,277.0,106.0,238.3,3.0,8.3,96.0,94.4
89,408,False,0,0,83.0,192.1,88.0,163.6,3.0,6.1,138.0,169.7
72,415,False,0,0,147.0,198.4,121.0,216.9,4.0,13.1,125.0,112.8
101,415,False,0,42,82.0,209.2,74.0,159.7,3.0,9.5,100.0,181.6
53,415,False,2,0,98.0,184.8,125.0,216.4,3.0,18.4,116.0,141.1
116,408,False,2,0,119.0,167.8,123.0,142.0,4.0,7.3,128.0,190.7
78,408,False,3,0,140.0,139.2,113.0,191.4,3.0,11.8,125.0,286.5
117,415,False,0,17,82.0,221.3,100.0,167.6,4.0,4.4,87.0,262.7
56,510,False,1,0,84.0,121.6,115.0,165.3,2.0,8.9,95.0,243.9
123,408,False,1,39,99.0,270.4,110.0,245.1,7.0,15.4,113.0,108.9
127,408,False,2,0,94.0,139.6,112.0,240.9,4.0,8.8,88.0,127.1
116,415,False,2,23,78.0,253.0,121.0,138.9,3.0,11.8,104.0,277.8
138,510,False,1,26,83.0,183.9,93.0,240.7,3.0,15.0,125.0,185.7
120,415,False,3,0,108.0,203.3,66.0,259.9,2.0,7.8,103.0,115.9
102,408,False,3,0,106.0,200.6,127.0,152.5,2.0,7.7,128.0,199.4
95,415,False,2,0,96.0,167.6,89.0,176.0,6.0,13.4,113.0,250.9
102,408,False,2,0,67.0,156.5,103.0,204.3,2.0,9.9,72.0,141.9
89,415,False,1,25,140.0,215.1,69.0,197.4,10.0,10.6,117.0,162.1
50,408,False,1,0,82.0,301.7,118.0,167.1,6.0,10.5,89.0,72.2
93,415,False,7,42,90.0,152.3,102.0,267.5,5.0,11.3,130.0,266.9
68,510,False,1,0,116.0,195.4,101.0,212.1,11.0,15.1,134.0,138.4
70,408,False,2,0,97.0,208.7,83.0,275.5,3.0,8.0,122.0,182.5
138,415,False,0,29,87.0,190.1,123.0,223.2,6.0,14.2,130.0,256.2
141,415,False,4,37,87.0,185.4,128.0,178.5,3.0,8.0,107.0,218.3
112,415,False,0,17,95.0,183.2,125.0,252.8,3.0,9.7,95.0,156.7
117,510,True,1,0,100.0,54.2,84.0,303.2,2.0,8.6,84.0,171.8
1,408,False,1,26,115.0,208.0,113.0,185.0,9.0,8.1,144.0,177.7
70,415,False,1,0,110.0,230.3,87.0,77.9,4.0,13.2,105.0,247.1
87,510,False,2,22,102.0,240.8,106.0,75.9,3.0,7.1,115.0,224.6
52,510,False,2,21,119.0,195.7,95.0,106.2,3.0,5.3,94.0,157.4
97,408,True,0,0,82.0,276.1,106.0,201.1,4.0,8.9,73.0,231.3
105,408,False,2,0,93.0,166.1,106.0,175.9,3.0,16.2,55.0,243.5
77,510,True,4,28,117.0,135.9,102.0,244.5,3.0,11.5,74.0,207.5
80,415,True,2,0,122.0,189.1,92.0,223.2,3.0,13.9,116.0,269.0
120,510,False,1,43,117.0,177.9,70.0,175.1,4.0,11.5,117.0,161.3
54,408,False,2,39,73.0,143.9,117.0,210.3,8.0,12.5,117.0,129.2
148,510,False,2,0,138.0,148.2,123.0,159.6,3.0,8.6,62.0,197.4
119,408,True,2,0,115.0,287.1,99.0,159.3,1.0,13.9,86.0,216.8
162,408,True,1,26,144.0,179.7,129.0,218.1,8.0,9.3,105.0,212.3
85,510,True,5,0,96.0,165.8,141.0,190.0,3.0,10.9,116.0,144.0
101,510,False,1,25,144.0,144.1,105.0,167.6,3.0,14.5,107.0,240.0
172,415,False,0,0,85.0,172.5,71.0,253.1,6.0,5.9,113.0,221.6
80,415,False,1,0,138.0,199.8,91.0,167.1,4.0,5.5,94.0,271.8
67,510,False,2,0,134.0,109.1,76.0,142.3,5.0,10.9,86.0,91.2
86,408,False,1,0,106.0,171.8,44.0,301.7,5.0,9.7,108.0,139.4
107,415,True,1,0,101.0,222.3,111.0,286.0,4.0,12.1,117.0,249.4
133,510,False,0,0,102.0,245.8,90.0,264.7,7.0,11.2,103.0,111.7
116,510,False,0,0,110.0,164.6,103.0,270.6,3.0,8.0,109.0,230.4
63,408,False,0,0,107.0,211.7,77.0,271.7,7.0,7.4,108.0,203.3
119,408,True,0,16,103.0,147.2,96.0,160.1,2.0,7.7,120.0,184.0
133,408,True,0,0,103.0,254.7,80.0,252.2,3.0,8.0,103.0,178.1
94,408,False,1,0,113.0,170.1,94.0,271.8,4.0,8.7,78.0,110.7
69,510,False,0,0,91.0,195.1,57.0,261.5,5.0,11.4,90.0,203.8
146,408,True,7,0,83.0,149.3,130.0,187.1,4.0,7.9,100.0,149.8
119,510,True,2,0,75.0,81.9,114.0,253.8,1.0,8.9,125.0,213.1
142,408,False,0,25,109.0,191.1,120.0,149.6,3.0,9.8,60.0,227.8
123,408,False,3,0,115.0,206.9,86.0,224.4,2.0,8.3,60.0,197.4
101,408,True,1,0,156.0,239.0,106.0,273.0,8.0,13.5,93.0,278.2
43,415,False,0,0,97.0,179.3,126.0,252.7,5.0,8.0,114.0,227.5
69,408,False,0,0,91.0,185.3,88.0,219.1,5.0,5.5,107.0,243.6
15,510,False,2,0,80.0,141.4,76.0,123.9,3.0,8.1,88.0,323.5
107,510,False,1,25,91.0,248.6,115.0,119.3,1.0,12.0,83.0,194.3
67,510,False,2,0,131.0,152.5,107.0,252.4,3.0,4.9,104.0,185.4
99,415,False,1,0,102.0,145.6,87.0,230.9,7.0,11.4,86.0,181.5
46,415,False,1,0,116.0,164.2,153.0,196.2,1.0,8.1,119.0,236.1
55,408,False,1,0,115.0,221.0,97.0,165.4,4.0,9.7,117.0,235.4
39,415,True,1,0,126.0,295.4,117.0,232.1,2.0,11.5,123.0,204.4
92,510,False,2,0,98.0,139.8,143.0,174.9,7.0,9.4,135.0,201.6
56,415,True,4,0,99.0,162.3,78.0,149.1,1.0,14.8,115.0,255.5
76,415,True,0,0,97.0,272.7,95.0,236.4,2.0,7.7,105.0,235.5
132,408,False,2,33,75.0,200.3,67.0,226.6,3.0,12.9,91.0,198.8
140,510,False,1,28,77.0,157.1,97.0,172.4,9.0,11.1,94.0,184.5
51,510,False,2,12,60.0,135.8,134.0,200.6,7.0,12.3,98.0,192.4
27,408,False,1,0,110.0,236.7,92.0,231.9,6.0,12.7,85.0,164.7
224,510,False,3,0,133.0,111.4,66.0,175.0,6.0,5.5,106.0,217.2
105,510,True,0,28,89.0,156.1,114.0,107.1,3.0,14.7,95.0,167.7
117,408,False,2,0,93.0,191.1,56.0,282.8,4.0,12.0,118.0,84.8
91,415,True,1,0,123.0,153.0,127.0,141.1,15.0,10.3,76.0,171.5
135,415,False,4,0,123.0,218.8,64.0,242.8,3.0,10.3,80.0,85.8
146,415,False,3,0,101.0,205.4,77.0,134.9,2.0,10.3,83.0,310.5
147,415,True,0,0,111.0,225.2,98.0,184.9,1.0,9.9,146.0,143.2
68,510,True,2,0,127.0,249.9,118.0,254.5,6.0,8.9,98.0,273.2
68,408,False,3,0,89.0,131.6,109.0,137.0,5.0,10.2,107.0,256.3
86,408,False,0,21,99.0,197.9,100.0,165.6,9.0,10.1,120.0,208.0
131,415,False,1,0,129.0,166.5,107.0,210.2,5.0,9.9,93.0,257.2
86,415,False,1,29,79.0,225.4,112.0,187.1,3.0,12.9,112.0,281.1
159,415,True,2,0,103.0,275.8,108.0,189.5,5.0,7.4,93.0,223.9
134,415,False,1,40,105.0,142.9,61.0,88.6,6.0,10.8,96.0,290.0
113,510,False,1,0,113.0,207.2,80.0,256.0,1.0,9.9,87.0,211.0
132,408,False,1,0,100.0,206.2,118.0,211.2,6.0,10.2,122.0,196.2
85,415,False,1,0,66.0,210.3,76.0,195.8,7.0,11.2,82.0,221.6
93,510,True,1,38,117.0,225.7,122.0,119.6,7.0,14.0,125.0,193.2
174,408,True,4,33,91.0,167.8,91.0,205.3,4.0,14.5,132.0,130.0
61,415,False,2,0,118.0,197.7,96.0,152.2,3.0,7.0,93.0,221.0
91,415,False,1,39,105.0,169.8,116.0,65.2,4.0,10.9,92.0,144.4
88,408,False,2,28,104.0,190.6,105.0,237.3,1.0,9.8,116.0,211.6
88,408,False,2,45,140.0,80.3,101.0,153.3,3.0,12.8,123.0,309.2
195,415,False,0,36,110.0,231.7,88.0,225.1,2.0,12.1,89.0,201.7
182,415,False,0,0,114.0,69.1,109.0,230.3,4.0,6.5,96.0,256.7
118,408,False,4,0,60.0,188.8,64.0,217.4,7.0,8.2,100.0,220.1
103,408,True,8,0,125.0,150.6,126.0,169.1,8.0,10.4,104.0,221.2
65,510,False,2,0,89.0,192.0,88.0,139.5,4.0,5.5,102.0,187.4
61,408,False,3,25,78.0,163.7,112.0,113.2,3.0,9.9,118.0,134.1
172,415,False,1,0,100.0,211.7,101.0,198.7,9.0,6.5,136.0,301.7
72,415,False,1,0,103.0,175.5,120.0,132.3,3.0,11.8,96.0,242.9
113,510,False,2,0,120.0,150.1,85.0,200.1,3.0,11.0,105.0,266.7
177,408,False,1,0,99.0,189.5,117.0,176.3,2.0,14.2,112.0,225.9
100,408,True,6,0,94.0,70.8,102.0,215.6,1.0,9.5,125.0,230.8
67,415,False,1,0,102.0,215.5,95.0,190.7,6.0,8.6,106.0,214.5
136,415,False,3,0,105.0,101.7,99.0,202.8,6.0,9.4,119.0,136.2
71,415,False,4,0,132.0,258.4,119.0,126.8,8.0,9.7,87.0,182.4
134,408,False,1,0,126.0,242.4,115.0,152.9,6.0,11.8,115.0,318.3
124,415,False,1,0,82.0,131.8,119.0,284.3,2.0,11.3,101.0,305.5
84,415,False,2,0,102.0,190.2,141.0,197.7,6.0,9.8,102.0,247.5
39,408,False,2,0,104.0,154.1,112.0,204.2,4.0,9.8,92.0,196.2
110,510,False,3,0,127.0,188.0,118.0,90.5,3.0,15.3,64.0,150.3
102,510,False,1,0,70.0,103.1,129.0,275.0,5.0,11.2,92.0,141.1
70,415,False,0,0,130.0,175.4,130.0,159.5,4.0,11.6,96.0,260.6
142,415,False,1,0,93.0,145.4,98.0,209.1,1.0,10.9,96.0,214.0
81,510,False,1,0,85.0,250.6,50.0,187.9,5.0,7.8,131.0,120.3
17,415,False,1,0,123.0,161.5,81.0,214.2,5.0,8.6,106.0,315.0
119,408,True,1,0,101.0,260.1,68.0,256.5,2.0,10.0,89.0,229.1
105,415,True,0,0,124.0,281.3,96.0,301.5,3.0,8.7,109.0,202.8
108,415,True,3,42,90.0,130.1,128.0,167.0,5.0,13.6,80.0,244.7
90,415,False,2,0,118.0,102.0,134.0,113.3,3.0,11.4,105.0,188.6
100,415,False,1,33,104.0,218.7,144.0,155.0,4.0,12.1,117.0,99.0
155,408,False,1,30,86.0,128.5,91.0,188.4,6.0,6.8,85.0,254.4
113,510,True,2,0,100.0,128.7,67.0,227.1,4.0,9.2,135.0,178.1
123,415,False,1,0,92.0,172.2,76.0,162.6,4.0,8.7,101.0,250.3
145,408,False,1,0,124.0,199.2,86.0,126.0,3.0,7.6,135.0,289.2
42,415,False,2,0,98.0,184.5,93.0,200.5,3.0,8.8,91.0,279.2
125,510,False,0,0,99.0,168.6,107.0,175.6,7.0,10.9,92.0,243.3
131,415,False,1,30,118.0,174.0,81.0,205.3,3.0,6.7,90.0,218.2
107,415,False,1,0,65.0,230.4,80.0,257.4,3.0,8.5,88.0,107.3
48,408,False,1,0,73.0,198.2,115.0,202.8,5.0,5.1,73.0,146.4
76,510,False,0,0,96.0,186.1,100.0,211.6,4.0,8.0,100.0,230.6
128,415,False,1,0,105.0,148.5,106.0,243.0,2.0,6.8,114.0,255.2
